ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
COL,Colombia,total,Sanitation,2020,75.36575,38348268.27783,Basic service
COL,Colombia,urban,Sanitation,2020,79.20274,32814795.43995,Basic service
COL,Colombia,total,Drinking water,2020,24.4823,12457300.65554,Basic service
COL,Colombia,rural,Drinking water,2020,46.5616,4400768.09234,Basic service
COL,Colombia,urban,Drinking water,2020,19.44548,8056532.47442,Basic service
COL,Colombia,total,Hygiene,2020,4.05198,2061761.95979,Limited service
COL,Colombia,rural,Hygiene,2020,5.37688,508195.907,Limited service
COL,Colombia,urban,Hygiene,2020,3.74973,1553566.04785,Limited service
COL,Colombia,total,Sanitation,2020,3.30808,1683245.71475,Limited service
COL,Colombia,rural,Sanitation,2020,3.34961,316587.97606,Limited service
COL,Colombia,urban,Sanitation,2020,3.2986,1366657.73836,Limited service
COL,Colombia,total,Drinking water,2020,0.18615,94719.58713,Limited service
COL,Colombia,rural,Drinking water,2020,0.73123,69112.00426,Limited service
COL,Colombia,urban,Drinking water,2020,0.06181,25607.58084,Limited service
COL,Colombia,total,Hygiene,2020,27.92017,14206585.68856,No handwashing facility
COL,Colombia,rural,Hygiene,2020,63.1228,5966049.17511,No handwashing facility
COL,Colombia,urban,Hygiene,2020,19.8896,8240536.07985,No handwashing facility
COL,Colombia,total,Sanitation,2020,2.58548,1315569.29726,Open defecation
COL,Colombia,rural,Sanitation,2020,11.29028,1067099.8919,Open defecation
COL,Colombia,urban,Sanitation,2020,0.59971,248469.37186,Open defecation
COL,Colombia,total,Sanitation,2020,18.31488,9319138.31066,Safely managed service
COL,Colombia,urban,Sanitation,2020,16.59863,6877042.69855,Safely managed service
COL,Colombia,total,Drinking water,2020,73.00936,37149266.14142,Safely managed service
COL,Colombia,rural,Drinking water,2020,40.20547,3800018.32456,Safely managed service
COL,Colombia,urban,Drinking water,2020,80.49271,33349247.94474,Safely managed service
COL,Colombia,total,Drinking water,2020,1.36857,696370.18139,Surface water
COL,Colombia,rural,Drinking water,2020,7.36783,696370.15821,Surface water
COL,Colombia,urban,Drinking water,2020,0,0,Surface water
COL,Colombia,total,Sanitation,2020,0.42581,216662.399,Unimproved
COL,Colombia,rural,Sanitation,2020,0.97593,92239.6456,Unimproved
COL,Colombia,urban,Sanitation,2020,0.30031,124422.75128,Unimproved
COL,Colombia,total,Drinking water,2020,0.95362,485227.43655,Unimproved
COL,Colombia,rural,Drinking water,2020,5.13387,485227.42034,Unimproved
COL,Colombia,urban,Drinking water,2020,0,0,Unimproved
CPV,Cabo Verde,total,Sanitation,2020,79.11569,439873.75442,At least basic
CPV,Cabo Verde,rural,Sanitation,2020,71.89043,133292.67267,At least basic
CPV,Cabo Verde,urban,Sanitation,2020,82.73071,306581.07318,At least basic
CPV,Cabo Verde,total,Drinking water,2020,88.76961,493548.36557,At least basic
CPV,Cabo Verde,rural,Drinking water,2020,80.11452,148541.04551,At least basic
CPV,Cabo Verde,urban,Drinking water,2020,93.1,345007.30236,At least basic
CPV,Cabo Verde,total,Sanitation,2020,6.4362,35784.49321,Limited service
CPV,Cabo Verde,rural,Sanitation,2020,1.40243,2600.25741,Limited service
CPV,Cabo Verde,urban,Sanitation,2020,8.95474,33184.23544,Limited service
CPV,Cabo Verde,total,Drinking water,2020,7.90415,43946.13021,Limited service
CPV,Cabo Verde,rural,Drinking water,2020,9.91113,18376.30783,Limited service
CPV,Cabo Verde,urban,Drinking water,2020,6.9,25569.82197,Limited service
CPV,Cabo Verde,total,Sanitation,2020,14.44811,80329.76461,Open defecation
CPV,Cabo Verde,rural,Sanitation,2020,26.70714,49517.95157,Open defecation
CPV,Cabo Verde,urban,Sanitation,2020,8.31455,30811.81233,Open defecation
CPV,Cabo Verde,total,Drinking water,2020,0.1171,651.03423,Surface water
CPV,Cabo Verde,rural,Drinking water,2020,0.35113,651.03422,Surface water
CPV,Cabo Verde,urban,Drinking water,2020,0,0,Surface water
CPV,Cabo Verde,total,Sanitation,2020,0,0,Unimproved
CPV,Cabo Verde,rural,Sanitation,2020,0,0,Unimproved
CPV,Cabo Verde,urban,Sanitation,2020,0,0,Unimproved
CPV,Cabo Verde,total,Drinking water,2020,3.20915,17842.4762,Unimproved
CPV,Cabo Verde,rural,Drinking water,2020,9.62322,17842.49133,Unimproved
CPV,Cabo Verde,urban,Drinking water,2020,0,0,Unimproved
CRI,Costa Rica,total,Hygiene,2020,85.91587,4376652.15354,Basic service
CRI,Costa Rica,rural,Hygiene,2020,83.30639,816025.46006,Basic service
CRI,Costa Rica,urban,Hygiene,2020,86.5371,3560626.8945,Basic service
CRI,Costa Rica,total,Sanitation,2020,67.71056,3449253.00895,Basic service
CRI,Costa Rica,rural,Sanitation,2020,60.21041,589789.38393,Basic service
CRI,Costa Rica,urban,Sanitation,2020,69.49611,2859463.785,Basic service
CRI,Costa Rica,total,Drinking water,2020,19.29449,982883.31988,Basic service
CRI,Costa Rica,rural,Drinking water,2020,18.5917,182114.48608,Basic service
CRI,Costa Rica,urban,Drinking water,2020,19.4618,800768.87916,Basic service
CRI,Costa Rica,total,Hygiene,2020,9.47817,482828.75654,Limited service
CRI,Costa Rica,rural,Hygiene,2020,11.75653,115160.80872,Limited service
CRI,Costa Rica,urban,Hygiene,2020,8.93576,367667.96941,Limited service
CRI,Costa Rica,total,Sanitation,2020,0.76053,38742.29796,Limited service
CRI,Costa Rica,rural,Sanitation,2020,0.33872,3317.91134,Limited service
CRI,Costa Rica,urban,Sanitation,2020,0.86095,35424.38846,Limited service
CRI,Costa Rica,total,Drinking water,2020,0.18946,9651.28164,Limited service
CRI,Costa Rica,rural,Drinking water,2020,0.35375,3465.1484,Limited service
CRI,Costa Rica,urban,Drinking water,2020,0.15035,6186.13363,Limited service
CRI,Costa Rica,total,Hygiene,2020,4.60596,234633.09063,No handwashing facility
CRI,Costa Rica,rural,Hygiene,2020,4.93707,48360.97907,No handwashing facility
CRI,Costa Rica,urban,Hygiene,2020,4.52713,186271.93054,No handwashing facility
CRI,Costa Rica,total,Sanitation,2020,0.12659,6448.43693,Open defecation
CRI,Costa Rica,rural,Sanitation,2020,0.25133,2461.8474,Open defecation
CRI,Costa Rica,urban,Sanitation,2020,0.09689,3986.58978,Open defecation
CRI,Costa Rica,total,Sanitation,2020,30.20444,1538648.39373,Safely managed service
CRI,Costa Rica,rural,Sanitation,2020,36.57438,358263.33731,Safely managed service
CRI,Costa Rica,urban,Sanitation,2020,28.68796,1180385.12552,Safely managed service
CRI,Costa Rica,total,Drinking water,2020,80.51605,4101579.21534,Safely managed service
CRI,Costa Rica,rural,Drinking water,2020,81.05455,793967.61552,Safely managed service
CRI,Costa Rica,urban,Drinking water,2020,80.38785,3307611.78733,Safely managed service
CRI,Costa Rica,total,Drinking water,2020,0,0,Surface water
CRI,Costa Rica,rural,Drinking water,2020,0,0,Surface water
CRI,Costa Rica,urban,Drinking water,2020,0,0,Surface water
CRI,Costa Rica,total,Sanitation,2020,1.19789,61021.86223,Unimproved
CRI,Costa Rica,rural,Sanitation,2020,2.62517,25714.77008,Unimproved
CRI,Costa Rica,urban,Sanitation,2020,0.8581,35306.91149,Unimproved
CRI,Costa Rica,total,Drinking water,2020,0,0.18288,Unimproved
CRI,Costa Rica,rural,Drinking water,2020,0,0,Unimproved
CRI,Costa Rica,urban,Drinking water,2020,0,0,Unimproved
CUB,Cuba,total,Drinking water,2020,97.00269,10987122.56616,At least basic
CUB,Cuba,rural,Drinking water,2020,94.38665,2438147.14723,At least basic
CUB,Cuba,urban,Drinking water,2020,97.77557,8548976.0009,At least basic
CUB,Cuba,total,Hygiene,2020,92.20205,10443372.46364,Basic service
CUB,Cuba,rural,Hygiene,2020,86.3806,2231339.11331,Basic service
CUB,Cuba,urban,Hygiene,2020,93.92193,8212033.84994,Basic service
CUB,Cuba,total,Sanitation,2020,54.71882,6197790.64605,Basic service
CUB,Cuba,rural,Sanitation,2020,35.36912,913636.82665,Basic service
CUB,Cuba,urban,Sanitation,2020,60.43545,5284154.10987,Basic service
CUB,Cuba,total,Hygiene,2020,7.13713,808395.13998,Limited service
CUB,Cuba,rural,Hygiene,2020,13.6194,351809.18669,Limited service
CUB,Cuba,urban,Hygiene,2020,5.22202,456585.99477,Limited service
CUB,Cuba,total,Sanitation,2020,1.66155,188197.02706,Limited service
CUB,Cuba,rural,Sanitation,2020,0.68829,17779.63146,Limited service
CUB,Cuba,urban,Sanitation,2020,1.94908,170417.40424,Limited service
CUB,Cuba,total,Drinking water,2020,1.47138,166658.07696,Limited service
CUB,Cuba,rural,Drinking water,2020,2.59175,66948.80922,Limited service
CUB,Cuba,urban,Drinking water,2020,1.14039,99709.27624,Limited service
CUB,Cuba,total,Hygiene,2020,0.66082,74848.39615,No handwashing facility
CUB,Cuba,rural,Hygiene,2020,0,0,No handwashing facility
CUB,Cuba,urban,Hygiene,2020,0.85605,74848.15678,No handwashing facility
CUB,Cuba,total,Sanitation,2020,0.24071,27263.87953,Open defecation
CUB,Cuba,rural,Sanitation,2020,0.6406,16547.52053,Open defecation
CUB,Cuba,urban,Sanitation,2020,0.12256,10716.36047,Open defecation
CUB,Cuba,total,Sanitation,2020,36.63753,4149792.56038,Safely managed service
CUB,Cuba,rural,Sanitation,2020,50.95448,1316229.76891,Safely managed service
CUB,Cuba,urban,Sanitation,2020,32.40777,2833562.99597,Safely managed service
CUB,Cuba,total,Drinking water,2020,0.27311,30933.87132,Surface water
CUB,Cuba,rural,Drinking water,2020,1.11562,28818.20888,Surface water
CUB,Cuba,urban,Drinking water,2020,0.0242,2115.6643,Surface water
CUB,Cuba,total,Sanitation,2020,6.74139,763571.8872,Unimproved
CUB,Cuba,rural,Sanitation,2020,12.34751,318954.55252,Unimproved
CUB,Cuba,urban,Sanitation,2020,5.08513,444617.12954,Unimproved
CUB,Cuba,total,Drinking water,2020,1.25281,141901.14849,Unimproved
CUB,Cuba,rural,Drinking water,2020,1.90597,49234.10747,Unimproved
CUB,Cuba,urban,Drinking water,2020,1.05984,92666.80395,Unimproved
CYP,Cyprus,rural,Sanitation,2020,98.7897,395741.91878,At least basic
CYP,Cyprus,rural,Drinking water,2020,99.84576,399972.42622,At least basic
CYP,Cyprus,urban,Drinking water,2020,99.72516,804553.4107,At least basic
CYP,Cyprus,total,Sanitation,2020,22.31156,269381.03771,Basic service
CYP,Cyprus,urban,Sanitation,2020,13.37766,107927.07914,Basic service
CYP,Cyprus,total,Drinking water,2020,0,0,Basic service
CYP,Cyprus,total,Sanitation,2020,0,0,Limited service
CYP,Cyprus,rural,Sanitation,2020,0,0,Limited service
CYP,Cyprus,urban,Sanitation,2020,0,0,Limited service
CYP,Cyprus,total,Drinking water,2020,0,0,Limited service
CYP,Cyprus,rural,Drinking water,2020,0,0,Limited service
CYP,Cyprus,urban,Drinking water,2020,0,0,Limited service
CYP,Cyprus,total,Sanitation,2020,0,0,Open defecation
CYP,Cyprus,rural,Sanitation,2020,0,0,Open defecation
CYP,Cyprus,urban,Sanitation,2020,0,0,Open defecation
CYP,Cyprus,total,Sanitation,2020,77.0844,930687.03448,Safely managed service
CYP,Cyprus,urban,Sanitation,2020,86.31933,696399.11039,Safely managed service
CYP,Cyprus,total,Drinking water,2020,99.76517,1204525.79256,Safely managed service
CYP,Cyprus,total,Drinking water,2020,0,0,Surface water
CYP,Cyprus,rural,Drinking water,2020,0,0,Surface water
CYP,Cyprus,urban,Drinking water,2020,0,0,Surface water
CYP,Cyprus,total,Sanitation,2020,0.60404,7292.92776,Unimproved
CYP,Cyprus,rural,Sanitation,2020,1.21031,4848.36732,Unimproved
CYP,Cyprus,urban,Sanitation,2020,0.30301,2444.5605,Unimproved
CYP,Cyprus,total,Drinking water,2020,0.23483,2835.20741,Unimproved
CYP,Cyprus,rural,Drinking water,2020,0.15424,617.86357,Unimproved
CYP,Cyprus,urban,Drinking water,2020,0.27484,2217.34392,Unimproved
CZE,Czechia,rural,Sanitation,2020,99.24986,2756965.2523,At least basic
CZE,Czechia,urban,Sanitation,2020,99.09274,7859222.817,At least basic
CZE,Czechia,total,Sanitation,2020,13.92908,1491662.62927,Basic service
CZE,Czechia,total,Drinking water,2020,1.99812,213978.43215,Basic service
CZE,Czechia,rural,Drinking water,2020,2.15657,59905.20659,Basic service
CZE,Czechia,urban,Drinking water,2020,1.94263,154073.21682,Basic service
CZE,Czechia,total,Sanitation,2020,0.85676,91749.86135,Limited service
CZE,Czechia,rural,Sanitation,2020,0.71256,19793.59635,Limited service
CZE,Czechia,urban,Sanitation,2020,0.90726,71956.26113,Limited service
CZE,Czechia,total,Drinking water,2020,0,0,Limited service
CZE,Czechia,rural,Drinking water,2020,0,0,Limited service
CZE,Czechia,urban,Drinking water,2020,0,0,Limited service
CZE,Czechia,total,Sanitation,2020,0,0,Open defecation
CZE,Czechia,rural,Sanitation,2020,0,0,Open defecation
CZE,Czechia,urban,Sanitation,2020,0,0,Open defecation
CZE,Czechia,total,Sanitation,2020,85.20442,9124525.7547,Safely managed service
CZE,Czechia,total,Drinking water,2020,97.88247,10482216.15128,Safely managed service
CZE,Czechia,rural,Drinking water,2020,97.66103,2712830.86168,Safely managed service
CZE,Czechia,urban,Drinking water,2020,97.96002,7769384.85426,Safely managed service
CZE,Czechia,total,Drinking water,2020,0,0,Surface water
CZE,Czechia,rural,Drinking water,2020,0,0,Surface water
CZE,Czechia,urban,Drinking water,2020,0,0,Surface water
CZE,Czechia,total,Sanitation,2020,0.00975,1043.75479,Unimproved
CZE,Czechia,rural,Sanitation,2020,0.03758,1043.9989,Unimproved
CZE,Czechia,urban,Sanitation,2020,0,0,Unimproved
CZE,Czechia,total,Drinking water,2020,0.11941,12787.41689,Unimproved
CZE,Czechia,rural,Drinking water,2020,0.1824,5066.73164,Unimproved
CZE,Czechia,urban,Drinking water,2020,0.09735,7720.92884,Unimproved
DEU,Germany,rural,Drinking water,2020,100,18890766,At least basic
DEU,Germany,urban,Drinking water,2020,100,64893176,At least basic
DEU,Germany,total,Sanitation,2020,2.10021,1759637.32836,Basic service
DEU,Germany,rural,Sanitation,2020,7.36588,1391471.94333,Basic service
DEU,Germany,urban,Sanitation,2020,0.56734,368165.27567,Basic service
DEU,Germany,total,Drinking water,2020,0.00697,5843.51536,Basic service
DEU,Germany,total,Sanitation,2020,0.77438,648808.77155,Limited service
DEU,Germany,rural,Sanitation,2020,1.00806,190431.10885,Limited service
DEU,Germany,urban,Sanitation,2020,0.70636,458377.63072,Limited service
DEU,Germany,total,Drinking water,2020,0,0,Limited service
DEU,Germany,rural,Drinking water,2020,0,0,Limited service
DEU,Germany,urban,Drinking water,2020,0,0,Limited service
DEU,Germany,total,Sanitation,2020,0,0,Open defecation
DEU,Germany,rural,Sanitation,2020,0,0,Open defecation
DEU,Germany,urban,Sanitation,2020,0,0,Open defecation
DEU,Germany,total,Sanitation,2020,97.12541,81375499.85309,Safely managed service
DEU,Germany,rural,Sanitation,2020,91.62605,17308862.94801,Safely managed service
DEU,Germany,urban,Sanitation,2020,98.7263,64066633.09036,Safely managed service
DEU,Germany,total,Drinking water,2020,99.99303,83778102.44099,Safely managed service
DEU,Germany,total,Drinking water,2020,0,0,Surface water
DEU,Germany,rural,Drinking water,2020,0,0,Surface water
DEU,Germany,urban,Drinking water,2020,0,0,Surface water
DEU,Germany,total,Sanitation,2020,0,0,Unimproved
DEU,Germany,rural,Sanitation,2020,0,0,Unimproved
DEU,Germany,urban,Sanitation,2020,0,0,Unimproved
DEU,Germany,total,Drinking water,2020,0,0,Unimproved
DEU,Germany,rural,Drinking water,2020,0,0,Unimproved
DEU,Germany,urban,Drinking water,2020,0,0,Unimproved
DJI,Djibouti,total,Drinking water,2020,76.04992,751374.722,At least basic
DJI,Djibouti,rural,Drinking water,2020,47.28073,102479.99671,At least basic
DJI,Djibouti,urban,Drinking water,2020,84.13502,648894.79647,At least basic
DJI,Djibouti,total,Sanitation,2020,29.64262,292869.67578,Basic service
DJI,Djibouti,rural,Sanitation,2020,0.97467,2112.57537,Basic service
DJI,Djibouti,urban,Sanitation,2020,37.69926,290757.11994,Basic service
DJI,Djibouti,total,Sanitation,2020,7.05251,69678.91722,Limited service
DJI,Djibouti,rural,Sanitation,2020,2.33013,5050.5009,Limited service
DJI,Djibouti,urban,Sanitation,2020,8.37965,64628.42074,Limited service
DJI,Djibouti,total,Drinking water,2020,14.75748,145804.21435,Limited service
DJI,Djibouti,rural,Drinking water,2020,12.06161,26143.28789,Limited service
DJI,Djibouti,urban,Drinking water,2020,15.51511,119660.9349,Limited service
DJI,Djibouti,total,Sanitation,2020,16.1821,159879.50168,Open defecation
DJI,Djibouti,rural,Sanitation,2020,64.13027,139001.02467,Open defecation
DJI,Djibouti,urban,Sanitation,2020,2.70708,20878.48069,Open defecation
DJI,Djibouti,total,Sanitation,2020,37.08002,366351.29879,Safely managed service
DJI,Djibouti,rural,Sanitation,2020,20.92939,45364.01906,Safely managed service
DJI,Djibouti,urban,Sanitation,2020,41.61888,320987.30194,Safely managed service
DJI,Djibouti,total,Drinking water,2020,2.17672,21506.05727,Surface water
DJI,Djibouti,rural,Drinking water,2020,9.92215,21506.05763,Surface water
DJI,Djibouti,urban,Drinking water,2020,0,0,Surface water
DJI,Djibouti,total,Sanitation,2020,10.04275,99222.60652,Unimproved
DJI,Djibouti,rural,Sanitation,2020,11.63554,25219.79001,Unimproved
DJI,Djibouti,urban,Sanitation,2020,9.59513,74002.80666,Unimproved
DJI,Djibouti,total,Drinking water,2020,7.01588,69316.9957,Unimproved
DJI,Djibouti,rural,Drinking water,2020,30.7355,66618.56402,Unimproved
DJI,Djibouti,urban,Drinking water,2020,0.34987,2698.4177,Unimproved
DNK,Denmark,rural,Sanitation,2020,99.59759,685575.32305,At least basic
DNK,Denmark,urban,Sanitation,2020,99.59718,5083298.30607,At least basic
DNK,Denmark,rural,Drinking water,2020,100,688345.31,At least basic
DNK,Denmark,urban,Drinking water,2020,100,5103857.5,At least basic
DNK,Denmark,total,Sanitation,2020,7.70803,446464.5237,Basic service
DNK,Denmark,total,Drinking water,2020,3.26928,189363.1062,Basic service
DNK,Denmark,total,Sanitation,2020,0.40277,23329.34766,Limited service
DNK,Denmark,rural,Sanitation,2020,0.40241,2770.00125,Limited service
DNK,Denmark,urban,Sanitation,2020,0.40282,20559.34541,Limited service
DNK,Denmark,total,Drinking water,2020,0,0,Limited service
DNK,Denmark,rural,Drinking water,2020,0,0,Limited service
DNK,Denmark,urban,Drinking water,2020,0,0,Limited service
DNK,Denmark,total,Sanitation,2020,0,0,Open defecation
DNK,Denmark,rural,Sanitation,2020,0,0,Open defecation
DNK,Denmark,urban,Sanitation,2020,0,0,Open defecation
DNK,Denmark,total,Sanitation,2020,91.8892,5322409.18964,Safely managed service
DNK,Denmark,total,Drinking water,2020,96.73072,5602839.95479,Safely managed service
DNK,Denmark,total,Drinking water,2020,0,0,Surface water
DNK,Denmark,rural,Drinking water,2020,0,0,Surface water
DNK,Denmark,urban,Drinking water,2020,0,0,Surface water
DNK,Denmark,total,Sanitation,2020,0,0,Unimproved
DNK,Denmark,rural,Sanitation,2020,0,0,Unimproved
DNK,Denmark,urban,Sanitation,2020,0,0,Unimproved
DNK,Denmark,total,Drinking water,2020,0,0,Unimproved
DNK,Denmark,rural,Drinking water,2020,0,0,Unimproved
DNK,Denmark,urban,Drinking water,2020,0,0,Unimproved
DOM,Dominican Republic,total,Sanitation,2020,87.17818,9457005.76459,At least basic
DOM,Dominican Republic,rural,Sanitation,2020,77.05544,1459464.06827,At least basic
DOM,Dominican Republic,urban,Sanitation,2020,89.31948,7997541.27251,At least basic
DOM,Dominican Republic,total,Drinking water,2020,96.68681,10488492.69287,At least basic
DOM,Dominican Republic,rural,Drinking water,2020,90.30447,1710406.41504,At least basic
DOM,Dominican Republic,urban,Drinking water,2020,98.03689,8778085.71062,At least basic
DOM,Dominican Republic,total,Hygiene,2020,46.90198,5087881.54863,Basic service
DOM,Dominican Republic,rural,Hygiene,2020,32.95143,624114.67506,Basic service
DOM,Dominican Republic,urban,Hygiene,2020,49.85299,4463766.80775,Basic service
DOM,Dominican Republic,total,Hygiene,2020,13.7979,1496783.45044,Limited service
DOM,Dominican Republic,rural,Hygiene,2020,12.91754,244663.90348,Limited service
DOM,Dominican Republic,urban,Hygiene,2020,13.98413,1252119.52718,Limited service
DOM,Dominican Republic,total,Sanitation,2020,9.14087,991593.10784,Limited service
DOM,Dominican Republic,rural,Sanitation,2020,14.28415,270548.16774,Limited service
DOM,Dominican Republic,urban,Sanitation,2020,8.05289,721044.92616,Limited service
DOM,Dominican Republic,total,Drinking water,2020,0.46704,50663.90439,Limited service
DOM,Dominican Republic,rural,Drinking water,2020,1.38532,26238.48665,Limited service
DOM,Dominican Republic,urban,Drinking water,2020,0.27279,24425.41699,Limited service
DOM,Dominican Republic,total,Hygiene,2020,39.30012,4263239.0172,No handwashing facility
DOM,Dominican Republic,rural,Hygiene,2020,54.13103,1025265.52733,No handwashing facility
DOM,Dominican Republic,urban,Hygiene,2020,36.16288,3237973.6418,No handwashing facility
DOM,Dominican Republic,total,Sanitation,2020,2.25239,244337.42937,Open defecation
DOM,Dominican Republic,rural,Sanitation,2020,5.92677,112255.66887,Open defecation
DOM,Dominican Republic,urban,Sanitation,2020,1.47514,132081.75676,Open defecation
DOM,Dominican Republic,total,Drinking water,2020,1.57672,171041.14181,Surface water
DOM,Dominican Republic,rural,Drinking water,2020,7.1951,136278.40475,Surface water
DOM,Dominican Republic,urban,Drinking water,2020,0.38824,34762.73396,Surface water
DOM,Dominican Republic,total,Sanitation,2020,1.42855,154968.02321,Unimproved
DOM,Dominican Republic,rural,Sanitation,2020,2.73364,51776.25802,Unimproved
DOM,Dominican Republic,urban,Sanitation,2020,1.15249,103192.00714,Unimproved
DOM,Dominican Republic,total,Drinking water,2020,1.26943,137706.41573,Unimproved
DOM,Dominican Republic,rural,Drinking water,2020,1.11512,21120.82909,Unimproved
DOM,Dominican Republic,urban,Drinking water,2020,1.30207,116585.82898,Unimproved
DZA,Algeria,total,Hygiene,2020,84.62598,37109375.86555,Basic service
DZA,Algeria,rural,Hygiene,2020,75.08318,8648345.41194,Basic service
DZA,Algeria,urban,Hygiene,2020,88.02556,28461032.17113,Basic service
DZA,Algeria,total,Sanitation,2020,68.35288,29973451.42706,Basic service
DZA,Algeria,rural,Sanitation,2020,56.90393,6554395.64346,Basic service
DZA,Algeria,urban,Sanitation,2020,72.43151,23419057.18475,Basic service
DZA,Algeria,total,Drinking water,2020,22.05587,9671730.95093,Basic service
DZA,Algeria,rural,Drinking water,2020,21.3218,2455920.52975,Basic service
DZA,Algeria,urban,Drinking water,2020,22.31738,7215810.86305,Basic service
DZA,Algeria,total,Hygiene,2020,10.60613,4650898.16293,Limited service
DZA,Algeria,rural,Hygiene,2020,16.05149,1848867.12216,Limited service
DZA,Algeria,urban,Hygiene,2020,8.66625,2802031.22627,Limited service
DZA,Algeria,total,Sanitation,2020,10.50615,4607057.46339,Limited service
DZA,Algeria,rural,Sanitation,2020,11.8184,1361284.70153,Limited service
DZA,Algeria,urban,Sanitation,2020,10.03867,3245772.96332,Limited service
DZA,Algeria,total,Drinking water,2020,4.98588,2186360.80181,Limited service
DZA,Algeria,rural,Drinking water,2020,8.79672,1013237.50851,Limited service
DZA,Algeria,urban,Drinking water,2020,3.62829,1173123.375,Limited service
DZA,Algeria,total,Hygiene,2020,4.76789,2090769.94959,No handwashing facility
DZA,Algeria,rural,Hygiene,2020,8.86533,1021140.41372,No handwashing facility
DZA,Algeria,urban,Hygiene,2020,3.3082,1069628.61424,No handwashing facility
DZA,Algeria,total,Sanitation,2020,0,0,Open defecation
DZA,Algeria,rural,Sanitation,2020,0,0,Open defecation
DZA,Algeria,urban,Sanitation,2020,0,0,Open defecation
DZA,Algeria,total,Sanitation,2020,17.61259,7723304.45889,Safely managed service
DZA,Algeria,rural,Sanitation,2020,22.55927,2598456.63157,Safely managed service
DZA,Algeria,urban,Sanitation,2020,15.85036,5124848.15406,Safely managed service
DZA,Algeria,total,Drinking water,2020,72.38146,31740024.16225,Safely managed service
DZA,Algeria,rural,Drinking water,2020,68.71573,7914920.91924,Safely managed service
DZA,Algeria,urban,Drinking water,2020,73.68735,23825104.68798,Safely managed service
DZA,Algeria,total,Drinking water,2020,0.04495,19712.15502,Surface water
DZA,Algeria,rural,Drinking water,2020,0.17114,19712.15525,Surface water
DZA,Algeria,urban,Drinking water,2020,0,0,Surface water
DZA,Algeria,total,Sanitation,2020,3.52838,1547230.65153,Unimproved
DZA,Algeria,rural,Sanitation,2020,8.7184,1004216.02345,Unimproved
DZA,Algeria,urban,Sanitation,2020,1.67946,543013.69788,Unimproved
DZA,Algeria,total,Drinking water,2020,0.53184,233215.92954,Unimproved
DZA,Algeria,rural,Drinking water,2020,0.9946,114561.88771,Unimproved
DZA,Algeria,urban,Drinking water,2020,0.36698,118653.07365,Unimproved
ECU,Ecuador,total,Hygiene,2020,87.17496,15380331.04471,Basic service
ECU,Ecuador,rural,Hygiene,2020,78.50464,4963231.62894,Basic service
ECU,Ecuador,urban,Hygiene,2020,92.01697,10417098.97532,Basic service
ECU,Ecuador,total,Sanitation,2020,49.89298,8802648.68124,Basic service
ECU,Ecuador,rural,Sanitation,2020,29.03654,1835752.26947,Basic service
ECU,Ecuador,urban,Sanitation,2020,61.54043,6966896.1515,Basic service
ECU,Ecuador,total,Drinking water,2020,28.5331,5034111.78525,Basic service
ECU,Ecuador,rural,Drinking water,2020,34.23661,2164511.78011,Basic service
ECU,Ecuador,urban,Drinking water,2020,25.34793,2869599.86601,Basic service
ECU,Ecuador,total,Hygiene,2020,9.42749,1663297.31387,Limited service
ECU,Ecuador,rural,Hygiene,2020,16.19388,1023811.92683,Limited service
ECU,Ecuador,urban,Hygiene,2020,5.64874,639485.34325,Limited service
ECU,Ecuador,total,Sanitation,2020,7.35305,1297303.77122,Limited service
ECU,Ecuador,rural,Sanitation,2020,7.56428,478230.184,Limited service
ECU,Ecuador,urban,Sanitation,2020,7.23509,819073.55059,Limited service
ECU,Ecuador,total,Drinking water,2020,0.00345,608.94369,Limited service
ECU,Ecuador,rural,Drinking water,2020,0.00963,608.94375,Limited service
ECU,Ecuador,urban,Drinking water,2020,0,0,Limited service
ECU,Ecuador,total,Hygiene,2020,3.39755,599431.63542,No handwashing facility
ECU,Ecuador,rural,Hygiene,2020,5.30148,335170.9558,No handwashing facility
ECU,Ecuador,urban,Hygiene,2020,2.33428,264260.68108,No handwashing facility
ECU,Ecuador,total,Sanitation,2020,0.90508,159683.44541,Open defecation
ECU,Ecuador,rural,Sanitation,2020,2.52575,159683.44167,Open defecation
ECU,Ecuador,urban,Sanitation,2020,0,0,Open defecation
ECU,Ecuador,total,Sanitation,2020,41.63194,7345148.24511,Safely managed service
ECU,Ecuador,rural,Sanitation,2020,60.26801,3810272.74886,Safely managed service
ECU,Ecuador,urban,Sanitation,2020,31.22448,3534875.29758,Safely managed service
ECU,Ecuador,total,Drinking water,2020,66.82666,11790268.51373,Safely managed service
ECU,Ecuador,rural,Drinking water,2020,52.81414,3339023.03948,Safely managed service
ECU,Ecuador,urban,Drinking water,2020,74.65207,8451245.13399,Safely managed service
ECU,Ecuador,total,Drinking water,2020,2.0323,358559.83587,Surface water
ECU,Ecuador,rural,Drinking water,2020,5.67143,358559.82738,Surface water
ECU,Ecuador,urban,Drinking water,2020,0,0,Surface water
ECU,Ecuador,total,Sanitation,2020,0.21695,38275.85702,Unimproved
ECU,Ecuador,rural,Sanitation,2020,0.60542,38275.85613,Unimproved
ECU,Ecuador,urban,Sanitation,2020,0,0,Unimproved
ECU,Ecuador,total,Drinking water,2020,2.60449,459510.91987,Unimproved
